State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Chhattisgarh,BASTAR,Potato,2003-04,Whole Year,153,Hectare,852,Tonnes,5.568627451
Chhattisgarh,BILASPUR,Potato,2001-02,Whole Year,337,Hectare,2274,Tonnes,6.747774481
Chhattisgarh,BILASPUR,Potato,2002-03,Whole Year,407,Hectare,2937,Tonnes,7.216216216
Chhattisgarh,BILASPUR,Potato,2003-04,Whole Year,431,Hectare,2156,Tonnes,5.002320186
Chhattisgarh,DANTEWADA,Potato,2001-02,Whole Year,1,Hectare,5,Tonnes,5
Chhattisgarh,DANTEWADA,Potato,2002-03,Whole Year,3,Hectare,15,Tonnes,5
Chhattisgarh,DANTEWADA,Potato,2003-04,Whole Year,2,Hectare,9,Tonnes,4.5
Chhattisgarh,DHAMTARI,Potato,2001-02,Whole Year,12,Hectare,100,Tonnes,8.333333333
Chhattisgarh,DHAMTARI,Potato,2002-03,Whole Year,18,Hectare,154,Tonnes,8.555555556
Chhattisgarh,DHAMTARI,Potato,2003-04,Whole Year,21,Hectare,132,Tonnes,6.285714286
Chhattisgarh,DURG,Potato,2001-02,Whole Year,17,Hectare,102,Tonnes,6
Chhattisgarh,DURG,Potato,2002-03,Whole Year,18,Hectare,117,Tonnes,6.5
Chhattisgarh,DURG,Potato,2003-04,Whole Year,36,Hectare,194,Tonnes,5.388888889
Chhattisgarh,JANJGIR-CHAMPA,Potato,2001-02,Whole Year,258,Hectare,1857,Tonnes,7.197674419
Chhattisgarh,JANJGIR-CHAMPA,Potato,2002-03,Whole Year,258,Hectare,1651,Tonnes,6.399224806
Chhattisgarh,JANJGIR-CHAMPA,Potato,2003-04,Whole Year,248,Hectare,1262,Tonnes,5.088709677
Chhattisgarh,JASHPUR,Potato,2001-02,Whole Year,1244,Hectare,8500,Tonnes,6.832797428
Chhattisgarh,JASHPUR,Potato,2002-03,Whole Year,1338,Hectare,8531,Tonnes,6.37593423
Chhattisgarh,JASHPUR,Potato,2003-04,Whole Year,1325,Hectare,6720,Tonnes,5.071698113
Chhattisgarh,KABIRDHAM,Potato,2001-02,Whole Year,83,Hectare,528,Tonnes,6.361445783
Chhattisgarh,KABIRDHAM,Potato,2002-03,Whole Year,85,Hectare,505,Tonnes,5.941176471
Chhattisgarh,KABIRDHAM,Potato,2003-04,Whole Year,90,Hectare,418,Tonnes,4.644444444
Chhattisgarh,KANKER,Potato,2001-02,Whole Year,5,Hectare,36,Tonnes,7.2
Chhattisgarh,KANKER,Potato,2002-03,Whole Year,6,Hectare,48,Tonnes,8
Chhattisgarh,KANKER,Potato,2003-04,Whole Year,5,Hectare,30,Tonnes,6
Chhattisgarh,KORBA,Potato,2001-02,Whole Year,119,Hectare,777,Tonnes,6.529411765
Chhattisgarh,KORBA,Potato,2002-03,Whole Year,123,Hectare,745,Tonnes,6.056910569
Chhattisgarh,KORBA,Potato,2003-04,Whole Year,160,Hectare,686,Tonnes,4.2875
Chhattisgarh,KOREA,Potato,2001-02,Whole Year,595,Hectare,3267,Tonnes,5.490756303
Chhattisgarh,KOREA,Potato,2002-03,Whole Year,558,Hectare,3513,Tonnes,6.295698925
Chhattisgarh,KOREA,Potato,2003-04,Whole Year,591,Hectare,2490,Tonnes,4.21319797
Chhattisgarh,MAHASAMUND,Potato,2001-02,Whole Year,121,Hectare,1007,Tonnes,8.32231405
Chhattisgarh,MAHASAMUND,Potato,2002-03,Whole Year,130,Hectare,708,Tonnes,5.446153846
Chhattisgarh,MAHASAMUND,Potato,2003-04,Whole Year,186,Hectare,1166,Tonnes,6.268817204
Chhattisgarh,RAIGARH,Potato,2001-02,Whole Year,778,Hectare,5315,Tonnes,6.831619537
Chhattisgarh,RAIGARH,Potato,2002-03,Whole Year,806,Hectare,5124,Tonnes,6.357320099
Chhattisgarh,RAIGARH,Potato,2003-04,Whole Year,979,Hectare,4959,Tonnes,5.065372829
Chhattisgarh,RAIPUR,Potato,2001-02,Whole Year,173,Hectare,1391,Tonnes,8.040462428
Chhattisgarh,RAIPUR,Potato,2002-03,Whole Year,129,Hectare,999,Tonnes,7.744186047
Chhattisgarh,RAIPUR,Potato,2003-04,Whole Year,129,Hectare,741,Tonnes,5.744186047
Chhattisgarh,RAJNANDGAON,Potato,2001-02,Whole Year,21,Hectare,133,Tonnes,6.333333333
Chhattisgarh,RAJNANDGAON,Potato,2002-03,Whole Year,12,Hectare,75,Tonnes,6.25
Chhattisgarh,RAJNANDGAON,Potato,2003-04,Whole Year,15,Hectare,71,Tonnes,4.733333333
Chhattisgarh,SURGUJA,Potato,2001-02,Whole Year,5372,Hectare,37537,Tonnes,6.987527923
Chhattisgarh,SURGUJA,Potato,2002-03,Whole Year,5518,Hectare,34797,Tonnes,6.306089163
Chhattisgarh,SURGUJA,Potato,2003-04,Whole Year,5857,Hectare,27352,Tonnes,4.66996756
Chhattisgarh,BASTAR,Ragi,2001-02,Kharif,5406,Hectare,1658,Tonnes,0.306696263
Chhattisgarh,BASTAR,Ragi,2002-03,Kharif,5394,Hectare,1136,Tonnes,0.210604375
Chhattisgarh,BASTAR,Ragi,2003-04,Kharif,5527,Hectare,1644,Tonnes,0.297448887
Chhattisgarh,DANTEWADA,Ragi,2001-02,Kharif,636,Hectare,166,Tonnes,0.261006289
Chhattisgarh,DANTEWADA,Ragi,2002-03,Kharif,710,Hectare,150,Tonnes,0.211267606
Chhattisgarh,DANTEWADA,Ragi,2003-04,Kharif,669,Hectare,181,Tonnes,0.270553064
Chhattisgarh,DHAMTARI,Ragi,2001-02,Kharif,312,Hectare,111,Tonnes,0.355769231
Chhattisgarh,DHAMTARI,Ragi,2002-03,Kharif,290,Hectare,58,Tonnes,0.2
Chhattisgarh,DHAMTARI,Ragi,2003-04,Kharif,304,Hectare,108,Tonnes,0.355263158
Chhattisgarh,DURG,Ragi,2001-02,Kharif,16,Hectare,4,Tonnes,0.25
Chhattisgarh,DURG,Ragi,2002-03,Kharif,15,Hectare,4,Tonnes,0.266666667
Chhattisgarh,DURG,Ragi,2003-04,Kharif,19,Hectare,6,Tonnes,0.315789474
Chhattisgarh,JASHPUR,Ragi,2001-02,Kharif,886,Hectare,224,Tonnes,0.25282167
Chhattisgarh,JASHPUR,Ragi,2002-03,Kharif,835,Hectare,208,Tonnes,0.249101796
Chhattisgarh,JASHPUR,Ragi,2003-04,Kharif,802,Hectare,200,Tonnes,0.249376559
Chhattisgarh,KANKER,Ragi,2001-02,Kharif,1594,Hectare,511,Tonnes,0.320577164
Chhattisgarh,KANKER,Ragi,2002-03,Kharif,1503,Hectare,213,Tonnes,0.141716567
Chhattisgarh,KANKER,Ragi,2003-04,Kharif,1517,Hectare,487,Tonnes,0.321028345
Chhattisgarh,MAHASAMUND,Ragi,2001-02,Kharif,6,Hectare,2,Tonnes,0.333333333
Chhattisgarh,MAHASAMUND,Ragi,2002-03,Kharif,6,Hectare,2,Tonnes,0.333333333
Chhattisgarh,MAHASAMUND,Ragi,2003-04,Kharif,35,Hectare,9,Tonnes,0.257142857
Chhattisgarh,RAIGARH,Ragi,2001-02,Kharif,47,Hectare,10,Tonnes,0.212765957
Chhattisgarh,RAIGARH,Ragi,2002-03,Kharif,1,Hectare,0,Tonnes,0
Chhattisgarh,RAIGARH,Ragi,2003-04,Kharif,1,Hectare,0,Tonnes,0
Chhattisgarh,RAIPUR,Ragi,2001-02,Kharif,848,Hectare,232,Tonnes,0.273584906
Chhattisgarh,RAIPUR,Ragi,2002-03,Kharif,829,Hectare,222,Tonnes,0.267792521
Chhattisgarh,RAIPUR,Ragi,2003-04,Kharif,829,Hectare,226,Tonnes,0.272617612
Chhattisgarh,RAJNANDGAON,Ragi,2001-02,Kharif,199,Hectare,62,Tonnes,0.311557789
Chhattisgarh,RAJNANDGAON,Ragi,2002-03,Kharif,207,Hectare,52,Tonnes,0.251207729
Chhattisgarh,RAJNANDGAON,Ragi,2003-04,Kharif,223,Hectare,74,Tonnes,0.331838565
Chhattisgarh,SURGUJA,Ragi,2001-02,Kharif,910,Hectare,230,Tonnes,0.252747253
Chhattisgarh,SURGUJA,Ragi,2002-03,Kharif,733,Hectare,139,Tonnes,0.189631651
Chhattisgarh,SURGUJA,Ragi,2003-04,Kharif,721,Hectare,174,Tonnes,0.241331484
Chhattisgarh,BASTAR,Rapeseed &Mustard,2001-02,Rabi,4446,Hectare,1658,Tonnes,0.372919478
Chhattisgarh,BASTAR,Rapeseed &Mustard,2002-03,Rabi,3203,Hectare,995,Tonnes,0.310646269
Chhattisgarh,BASTAR,Rapeseed &Mustard,2003-04,Rabi,3573,Hectare,1559,Tonnes,0.436328016
Chhattisgarh,BILASPUR,Rapeseed &Mustard,2001-02,Rabi,2556,Hectare,789,Tonnes,0.308685446
Chhattisgarh,BILASPUR,Rapeseed &Mustard,2002-03,Rabi,2535,Hectare,643,Tonnes,0.253648915
Chhattisgarh,BILASPUR,Rapeseed &Mustard,2003-04,Rabi,2415,Hectare,830,Tonnes,0.3436853
Chhattisgarh,DANTEWADA,Rapeseed &Mustard,2001-02,Rabi,2651,Hectare,910,Tonnes,0.343266692
Chhattisgarh,DANTEWADA,Rapeseed &Mustard,2002-03,Rabi,2367,Hectare,447,Tonnes,0.188846641
Chhattisgarh,DANTEWADA,Rapeseed &Mustard,2003-04,Rabi,2410,Hectare,985,Tonnes,0.408713693
Chhattisgarh,DHAMTARI,Rapeseed &Mustard,2001-02,Rabi,1440,Hectare,554,Tonnes,0.384722222
Chhattisgarh,DHAMTARI,Rapeseed &Mustard,2002-03,Rabi,1283,Hectare,423,Tonnes,0.329696025
Chhattisgarh,DHAMTARI,Rapeseed &Mustard,2003-04,Rabi,5583,Hectare,2245,Tonnes,0.402113559
Chhattisgarh,DURG,Rapeseed &Mustard,2001-02,Rabi,419,Hectare,113,Tonnes,0.269689737
Chhattisgarh,DURG,Rapeseed &Mustard,2002-03,Rabi,1227,Hectare,343,Tonnes,0.279543602
Chhattisgarh,DURG,Rapeseed &Mustard,2003-04,Rabi,800,Hectare,290,Tonnes,0.3625
Chhattisgarh,JANJGIR-CHAMPA,Rapeseed &Mustard,2001-02,Rabi,340,Hectare,109,Tonnes,0.320588235
Chhattisgarh,JANJGIR-CHAMPA,Rapeseed &Mustard,2002-03,Rabi,659,Hectare,167,Tonnes,0.253414264
Chhattisgarh,JANJGIR-CHAMPA,Rapeseed &Mustard,2003-04,Rabi,1813,Hectare,655,Tonnes,0.361279647
Chhattisgarh,JASHPUR,Rapeseed &Mustard,2001-02,Rabi,4924,Hectare,1746,Tonnes,0.354589764
Chhattisgarh,JASHPUR,Rapeseed &Mustard,2002-03,Rabi,4947,Hectare,1807,Tonnes,0.365271882
Chhattisgarh,JASHPUR,Rapeseed &Mustard,2003-04,Rabi,4959,Hectare,1923,Tonnes,0.387779794
Chhattisgarh,KABIRDHAM,Rapeseed &Mustard,2001-02,Rabi,2135,Hectare,733,Tonnes,0.343325527
Chhattisgarh,KABIRDHAM,Rapeseed &Mustard,2002-03,Rabi,1448,Hectare,486,Tonnes,0.335635359
Chhattisgarh,KABIRDHAM,Rapeseed &Mustard,2003-04,Rabi,2152,Hectare,808,Tonnes,0.375464684
Chhattisgarh,KANKER,Rapeseed &Mustard,2001-02,Rabi,2146,Hectare,839,Tonnes,0.390959925
Chhattisgarh,KANKER,Rapeseed &Mustard,2002-03,Rabi,1187,Hectare,210,Tonnes,0.176916596
Chhattisgarh,KANKER,Rapeseed &Mustard,2003-04,Rabi,1550,Hectare,845,Tonnes,0.54516129
Chhattisgarh,KORBA,Rapeseed &Mustard,2001-02,Rabi,2193,Hectare,701,Tonnes,0.319653443
Chhattisgarh,KORBA,Rapeseed &Mustard,2002-03,Rabi,2127,Hectare,573,Tonnes,0.269393512
Chhattisgarh,KORBA,Rapeseed &Mustard,2003-04,Rabi,2226,Hectare,670,Tonnes,0.30098832
Chhattisgarh,KOREA,Rapeseed &Mustard,2001-02,Rabi,4018,Hectare,1633,Tonnes,0.406421105
Chhattisgarh,KOREA,Rapeseed &Mustard,2002-03,Rabi,3212,Hectare,769,Tonnes,0.239414695
Chhattisgarh,KOREA,Rapeseed &Mustard,2003-04,Rabi,3555,Hectare,1552,Tonnes,0.436568214
Chhattisgarh,MAHASAMUND,Rapeseed &Mustard,2001-02,Rabi,128,Hectare,46,Tonnes,0.359375
Chhattisgarh,MAHASAMUND,Rapeseed &Mustard,2002-03,Rabi,98,Hectare,30,Tonnes,0.306122449
Chhattisgarh,MAHASAMUND,Rapeseed &Mustard,2003-04,Rabi,140,Hectare,47,Tonnes,0.335714286
Chhattisgarh,RAIGARH,Rapeseed &Mustard,2001-02,Rabi,746,Hectare,255,Tonnes,0.341823056
Chhattisgarh,RAIGARH,Rapeseed &Mustard,2002-03,Rabi,1212,Hectare,412,Tonnes,0.339933993
Chhattisgarh,RAIGARH,Rapeseed &Mustard,2003-04,Rabi,1929,Hectare,801,Tonnes,0.415241058
Chhattisgarh,RAIPUR,Rapeseed &Mustard,2001-02,Rabi,759,Hectare,251,Tonnes,0.330698287
Chhattisgarh,RAIPUR,Rapeseed &Mustard,2002-03,Rabi,784,Hectare,235,Tonnes,0.299744898
Chhattisgarh,RAIPUR,Rapeseed &Mustard,2003-04,Rabi,1201,Hectare,451,Tonnes,0.3755204
Chhattisgarh,RAJNANDGAON,Rapeseed &Mustard,2001-02,Rabi,648,Hectare,211,Tonnes,0.325617284
Chhattisgarh,RAJNANDGAON,Rapeseed &Mustard,2002-03,Rabi,540,Hectare,156,Tonnes,0.288888889
Chhattisgarh,RAJNANDGAON,Rapeseed &Mustard,2003-04,Rabi,633,Hectare,238,Tonnes,0.375987362
Chhattisgarh,SURGUJA,Rapeseed &Mustard,2001-02,Rabi,20786,Hectare,8136,Tonnes,0.3914173
Chhattisgarh,SURGUJA,Rapeseed &Mustard,2002-03,Rabi,20665,Hectare,7930,Tonnes,0.383740624
Chhattisgarh,SURGUJA,Rapeseed &Mustard,2003-04,Rabi,20375,Hectare,8890,Tonnes,0.436319018
Chhattisgarh,BASTAR,Rice,2001-02,Kharif,260224,Hectare,385963,Tonnes,1.483195247
Chhattisgarh,BASTAR,Rice,2002-03,Kharif,258955,Hectare,128736,Tonnes,0.497136568
Chhattisgarh,BASTAR,Rice,2003-04,Kharif,260206,Hectare,439318,Tonnes,1.688346925
Chhattisgarh,BILASPUR,Rice,2001-02,Kharif,319809,Hectare,448855,Tonnes,1.403509595
Chhattisgarh,BILASPUR,Rice,2002-03,Kharif,316368,Hectare,212099,Tonnes,0.670418626
Chhattisgarh,BILASPUR,Rice,2003-04,Kharif,320204,Hectare,505972,Tonnes,1.580155151
Chhattisgarh,DANTEWADA,Rice,2001-02,Kharif,208838,Hectare,273524,Tonnes,1.30974248
Chhattisgarh,DANTEWADA,Rice,2002-03,Kharif,204492,Hectare,113811,Tonnes,0.55655478
Chhattisgarh,DANTEWADA,Rice,2003-04,Kharif,208224,Hectare,283588,Tonnes,1.361937145
Chhattisgarh,DHAMTARI,Rice,2001-02,Kharif,142588,Hectare,213867,Tonnes,1.499894802
Chhattisgarh,DHAMTARI,Rice,2002-03,Kharif,139084,Hectare,164690,Tonnes,1.18410457
Chhattisgarh,DHAMTARI,Rice,2003-04,Kharif,141585,Hectare,217544,Tonnes,1.536490447
Chhattisgarh,DURG,Rice,2001-02,Kharif,436807,Hectare,605170,Tonnes,1.385440252
Chhattisgarh,DURG,Rice,2002-03,Kharif,432904,Hectare,233410,Tonnes,0.539172657
Chhattisgarh,DURG,Rice,2003-04,Kharif,442753,Hectare,716384,Tonnes,1.618021786
Chhattisgarh,JANJGIR-CHAMPA,Rice,2001-02,Kharif,254981,Hectare,386700,Tonnes,1.516583589
Chhattisgarh,JANJGIR-CHAMPA,Rice,2002-03,Kharif,252737,Hectare,299041,Tonnes,1.183210215
Chhattisgarh,JANJGIR-CHAMPA,Rice,2003-04,Kharif,253178,Hectare,341989,Tonnes,1.350784823
Chhattisgarh,JASHPUR,Rice,2001-02,Kharif,179252,Hectare,221341,Tonnes,1.234803517
Chhattisgarh,JASHPUR,Rice,2002-03,Kharif,180322,Hectare,116095,Tonnes,0.643820499
Chhattisgarh,JASHPUR,Rice,2003-04,Kharif,180373,Hectare,225019,Tonnes,1.247520416
Chhattisgarh,KABIRDHAM,Rice,2001-02,Kharif,92215,Hectare,108539,Tonnes,1.177021092
Chhattisgarh,KABIRDHAM,Rice,2002-03,Kharif,92649,Hectare,81628,Tonnes,0.881045667
Chhattisgarh,KABIRDHAM,Rice,2003-04,Kharif,92807,Hectare,101004,Tonnes,1.088323079
Chhattisgarh,KANKER,Rice,2001-02,Kharif,164934,Hectare,262672,Tonnes,1.592588551
Chhattisgarh,KANKER,Rice,2002-03,Kharif,160452,Hectare,88832,Tonnes,0.553635978
Chhattisgarh,KANKER,Rice,2003-04,Kharif,164148,Hectare,319835,Tonnes,1.948455053
Chhattisgarh,KORBA,Rice,2001-02,Kharif,110152,Hectare,145072,Tonnes,1.317016486
Chhattisgarh,KORBA,Rice,2002-03,Kharif,108984,Hectare,82439,Tonnes,0.756432137
Chhattisgarh,KORBA,Rice,2003-04,Kharif,110113,Hectare,134710,Tonnes,1.223379619
Chhattisgarh,KOREA,Rice,2001-02,Kharif,70398,Hectare,102157,Tonnes,1.451134975
Chhattisgarh,KOREA,Rice,2002-03,Kharif,66735,Hectare,36098,Tonnes,0.540915562
Chhattisgarh,KOREA,Rice,2003-04,Kharif,69774,Hectare,99029,Tonnes,1.419282254
Chhattisgarh,MAHASAMUND,Rice,2001-02,Kharif,242450,Hectare,290201,Tonnes,1.196951949
Chhattisgarh,MAHASAMUND,Rice,2002-03,Kharif,242444,Hectare,108462,Tonnes,0.447369289
Chhattisgarh,MAHASAMUND,Rice,2003-04,Kharif,250091,Hectare,387427,Tonnes,1.549144112
Chhattisgarh,RAIGARH,Rice,2001-02,Kharif,241432,Hectare,305358,Tonnes,1.264778488
Chhattisgarh,RAIGARH,Rice,2002-03,Kharif,239372,Hectare,168485,Tonnes,0.703862607
Chhattisgarh,RAIGARH,Rice,2003-04,Kharif,242593,Hectare,322350,Tonnes,1.328768761
Chhattisgarh,RAIPUR,Rice,2001-02,Kharif,517577,Hectare,616749,Tonnes,1.191608205
Chhattisgarh,RAIPUR,Rice,2002-03,Kharif,516328,Hectare,386465,Tonnes,0.748487396
Chhattisgarh,RAIPUR,Rice,2003-04,Kharif,520847,Hectare,711370,Tonnes,1.365794562
Chhattisgarh,RAJNANDGAON,Rice,2001-02,Kharif,253973,Hectare,296457,Tonnes,1.167277624
Chhattisgarh,RAJNANDGAON,Rice,2002-03,Kharif,254729,Hectare,193529,Tonnes,0.75974467
Chhattisgarh,RAJNANDGAON,Rice,2003-04,Kharif,257926,Hectare,357731,Tonnes,1.386952072
Chhattisgarh,SURGUJA,Rice,2001-02,Kharif,314482,Hectare,411096,Tonnes,1.307216311
Chhattisgarh,SURGUJA,Rice,2002-03,Kharif,311106,Hectare,221033,Tonnes,0.710474886
Chhattisgarh,SURGUJA,Rice,2003-04,Kharif,314170,Hectare,404374,Tonnes,1.287118439
Chhattisgarh,BILASPUR,Safflower,2001-02,Rabi,73,Hectare,16,Tonnes,0.219178082
Chhattisgarh,BILASPUR,Safflower,2002-03,Rabi,20,Hectare,4,Tonnes,0.2
Chhattisgarh,BILASPUR,Safflower,2003-04,Rabi,116,Hectare,24,Tonnes,0.206896552
Chhattisgarh,DHAMTARI,Safflower,2001-02,Rabi,15,Hectare,4,Tonnes,0.266666667
Chhattisgarh,DHAMTARI,Safflower,2002-03,Rabi,104,Hectare,22,Tonnes,0.211538462
Chhattisgarh,DHAMTARI,Safflower,2003-04,Rabi,196,Hectare,49,Tonnes,0.25
Chhattisgarh,DURG,Safflower,2001-02,Rabi,108,Hectare,26,Tonnes,0.240740741
Chhattisgarh,DURG,Safflower,2002-03,Rabi,91,Hectare,21,Tonnes,0.230769231
Chhattisgarh,DURG,Safflower,2003-04,Rabi,235,Hectare,56,Tonnes,0.238297872
Chhattisgarh,JANJGIR-CHAMPA,Safflower,2002-03,Rabi,54,Hectare,10,Tonnes,0.185185185
Chhattisgarh,JANJGIR-CHAMPA,Safflower,2003-04,Rabi,28,Hectare,7,Tonnes,0.25
Chhattisgarh,KABIRDHAM,Safflower,2001-02,Rabi,26,Hectare,11,Tonnes,0.423076923
Chhattisgarh,KABIRDHAM,Safflower,2002-03,Rabi,64,Hectare,26,Tonnes,0.40625
Chhattisgarh,KABIRDHAM,Safflower,2003-04,Rabi,79,Hectare,32,Tonnes,0.405063291
Chhattisgarh,KANKER,Safflower,2002-03,Rabi,3,Hectare,1,Tonnes,0.333333333
Chhattisgarh,KANKER,Safflower,2003-04,Rabi,5,Hectare,1,Tonnes,0.2
Chhattisgarh,KOREA,Safflower,2003-04,Rabi,1,Hectare,,Tonnes,0
Chhattisgarh,MAHASAMUND,Safflower,2002-03,Rabi,3,Hectare,1,Tonnes,0.333333333
Chhattisgarh,MAHASAMUND,Safflower,2003-04,Rabi,1,Hectare,,Tonnes,0
Chhattisgarh,RAIGARH,Safflower,2001-02,Rabi,24,Hectare,5,Tonnes,0.208333333
Chhattisgarh,RAIGARH,Safflower,2002-03,Rabi,95,Hectare,17,Tonnes,0.178947368
Chhattisgarh,RAIGARH,Safflower,2003-04,Rabi,114,Hectare,21,Tonnes,0.184210526
Chhattisgarh,RAIPUR,Safflower,2001-02,Rabi,88,Hectare,21,Tonnes,0.238636364
Chhattisgarh,RAIPUR,Safflower,2002-03,Rabi,78,Hectare,16,Tonnes,0.205128205
Chhattisgarh,RAIPUR,Safflower,2003-04,Rabi,93,Hectare,20,Tonnes,0.215053763
Chhattisgarh,RAJNANDGAON,Safflower,2001-02,Rabi,3,Hectare,1,Tonnes,0.333333333
Chhattisgarh,RAJNANDGAON,Safflower,2002-03,Rabi,2,Hectare,1,Tonnes,0.5
Chhattisgarh,RAJNANDGAON,Safflower,2003-04,Rabi,11,Hectare,4,Tonnes,0.363636364
Chhattisgarh,SURGUJA,Safflower,2001-02,Rabi,1,Hectare,,Tonnes,0
Chhattisgarh,SURGUJA,Safflower,2002-03,Rabi,1,Hectare,,Tonnes,0
Chhattisgarh,SURGUJA,Safflower,2003-04,Rabi,1,Hectare,,Tonnes,0
Chhattisgarh,BASTAR,Sannhamp,2001-02,Whole Year,79,Hectare,30,Tonnes,0.379746835
Chhattisgarh,BASTAR,Sannhamp,2002-03,Whole Year,76,Hectare,24,Tonnes,0.315789474
Chhattisgarh,BASTAR,Sannhamp,2003-04,Whole Year,72,Hectare,28,Tonnes,0.388888889
Chhattisgarh,BILASPUR,Sannhamp,2001-02,Whole Year,120,Hectare,38,Tonnes,0.316666667
Chhattisgarh,BILASPUR,Sannhamp,2002-03,Whole Year,108,Hectare,25,Tonnes,0.231481481
Chhattisgarh,BILASPUR,Sannhamp,2003-04,Whole Year,121,Hectare,35,Tonnes,0.289256198
Chhattisgarh,DANTEWADA,Sannhamp,2001-02,Whole Year,62,Hectare,22,Tonnes,0.35483871
Chhattisgarh,DANTEWADA,Sannhamp,2002-03,Whole Year,55,Hectare,15,Tonnes,0.272727273
Chhattisgarh,DANTEWADA,Sannhamp,2003-04,Whole Year,54,Hectare,20,Tonnes,0.37037037
Chhattisgarh,DHAMTARI,Sannhamp,2001-02,Whole Year,8,Hectare,3,Tonnes,0.375
Chhattisgarh,DHAMTARI,Sannhamp,2002-03,Whole Year,6,Hectare,2,Tonnes,0.333333333
Chhattisgarh,DHAMTARI,Sannhamp,2003-04,Whole Year,6,Hectare,2,Tonnes,0.333333333
Chhattisgarh,DURG,Sannhamp,2001-02,Whole Year,22,Hectare,8,Tonnes,0.363636364
Chhattisgarh,DURG,Sannhamp,2002-03,Whole Year,72,Hectare,25,Tonnes,0.347222222
Chhattisgarh,DURG,Sannhamp,2003-04,Whole Year,34,Hectare,13,Tonnes,0.382352941
Chhattisgarh,JANJGIR-CHAMPA,Sannhamp,2001-02,Whole Year,72,Hectare,26,Tonnes,0.361111111
Chhattisgarh,JANJGIR-CHAMPA,Sannhamp,2002-03,Whole Year,84,Hectare,27,Tonnes,0.321428571
Chhattisgarh,JANJGIR-CHAMPA,Sannhamp,2003-04,Whole Year,74,Hectare,28,Tonnes,0.378378378
Chhattisgarh,JASHPUR,Sannhamp,2001-02,Whole Year,129,Hectare,46,Tonnes,0.356589147
Chhattisgarh,JASHPUR,Sannhamp,2002-03,Whole Year,129,Hectare,46,Tonnes,0.356589147
Chhattisgarh,JASHPUR,Sannhamp,2003-04,Whole Year,125,Hectare,45,Tonnes,0.36
Chhattisgarh,KABIRDHAM,Sannhamp,2001-02,Whole Year,5,Hectare,1,Tonnes,0.2
Chhattisgarh,KABIRDHAM,Sannhamp,2002-03,Whole Year,6,Hectare,2,Tonnes,0.333333333
Chhattisgarh,KABIRDHAM,Sannhamp,2003-04,Whole Year,1,Hectare,,Tonnes,0
Chhattisgarh,KANKER,Sannhamp,2001-02,Whole Year,101,Hectare,43,Tonnes,0.425742574
Chhattisgarh,KANKER,Sannhamp,2002-03,Whole Year,99,Hectare,16,Tonnes,0.161616162
Chhattisgarh,KANKER,Sannhamp,2003-04,Whole Year,121,Hectare,55,Tonnes,0.454545455
Chhattisgarh,KORBA,Sannhamp,2001-02,Whole Year,29,Hectare,10,Tonnes,0.344827586
Chhattisgarh,KORBA,Sannhamp,2002-03,Whole Year,6,Hectare,2,Tonnes,0.333333333
Chhattisgarh,KORBA,Sannhamp,2003-04,Whole Year,16,Hectare,5,Tonnes,0.3125
Chhattisgarh,KOREA,Sannhamp,2001-02,Whole Year,61,Hectare,20,Tonnes,0.327868852
Chhattisgarh,KOREA,Sannhamp,2002-03,Whole Year,60,Hectare,18,Tonnes,0.3
Chhattisgarh,KOREA,Sannhamp,2003-04,Whole Year,61,Hectare,17,Tonnes,0.278688525
Chhattisgarh,MAHASAMUND,Sannhamp,2001-02,Whole Year,224,Hectare,93,Tonnes,0.415178571
Chhattisgarh,MAHASAMUND,Sannhamp,2002-03,Whole Year,206,Hectare,60,Tonnes,0.291262136
Chhattisgarh,MAHASAMUND,Sannhamp,2003-04,Whole Year,193,Hectare,56,Tonnes,0.29015544
Chhattisgarh,RAIGARH,Sannhamp,2001-02,Whole Year,358,Hectare,116,Tonnes,0.324022346
Chhattisgarh,RAIGARH,Sannhamp,2002-03,Whole Year,351,Hectare,108,Tonnes,0.307692308
Chhattisgarh,RAIGARH,Sannhamp,2003-04,Whole Year,337,Hectare,110,Tonnes,0.326409496
Chhattisgarh,RAIPUR,Sannhamp,2001-02,Whole Year,87,Hectare,29,Tonnes,0.333333333
Chhattisgarh,RAIPUR,Sannhamp,2002-03,Whole Year,40,Hectare,12,Tonnes,0.3
Chhattisgarh,RAIPUR,Sannhamp,2003-04,Whole Year,44,Hectare,14,Tonnes,0.318181818
Chhattisgarh,RAJNANDGAON,Sannhamp,2001-02,Whole Year,38,Hectare,14,Tonnes,0.368421053
Chhattisgarh,RAJNANDGAON,Sannhamp,2002-03,Whole Year,43,Hectare,11,Tonnes,0.255813953
Chhattisgarh,RAJNANDGAON,Sannhamp,2003-04,Whole Year,38,Hectare,13,Tonnes,0.342105263
Chhattisgarh,SURGUJA,Sannhamp,2001-02,Whole Year,341,Hectare,112,Tonnes,0.328445748
Chhattisgarh,SURGUJA,Sannhamp,2002-03,Whole Year,331,Hectare,99,Tonnes,0.299093656
Chhattisgarh,SURGUJA,Sannhamp,2003-04,Whole Year,405,Hectare,136,Tonnes,0.335802469
Chhattisgarh,BASTAR,Sesamum,2001-02,Kharif,469,Hectare,150,Tonnes,0.319829424
Chhattisgarh,BASTAR,Sesamum,2002-03,Kharif,517,Hectare,167,Tonnes,0.323017408
